Sample.Name,id_number,id_year,Run,BioProject,BioSample,carapace_length_mm,Center.Name,Collection_Date,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,library_id,Library.Name,library_name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,sex,site_name,SRA.Study,store_cond,tissue,year_sequenced,resequenced
FC12-67-22,67,22,SRR30277529,PRJNA1148680,SAMN43228321,29,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738433,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-67-22_Lib5_2022,FC12-67-22_Lib5_2022,Lib5,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-68-22,68,22,SRR30277528,PRJNA1148680,SAMN43228322,41,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738434,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-68-22_Lib5_2022,FC12-68-22_Lib5_2022,Lib5,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-69-22,69,22,SRR30277527,PRJNA1148680,SAMN43228323,29,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738435,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-69-22_Lib5_2022,FC12-69-22_Lib5_2022,Lib5,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-70-22,70,22,SRR30277526,PRJNA1148680,SAMN43228324,24,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738436,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-70-22_Lib5_2022,FC12-70-22_Lib5_2022,Lib5,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-71-22,71,22,SRR30277524,PRJNA1148680,SAMN43228325,35,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738438,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-71-22_Lib6_2022,FC12-71-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC1-27-212,27,212,SRR30277560,PRJNA1148680,SAMN43228296,35,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25738402,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC1-27-212_Lib7_2022,FC1-27-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC11,SRP526750,95% ethanol,gill,2022,yes
FC12-72-22,72,22,SRR30277523,PRJNA1148680,SAMN43228326,23,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738439,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-72-22_Lib6_2022,FC12-72-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC1-27-22,27,22,SRR30277549,PRJNA1148680,SAMN43228297,38,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 3,SRX25738413,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC1-27-22_Lib1_2022,FC1-27-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC11,SRP526750,95% ethanol,gill,2022,no
FC12-73-22,73,22,SRR30277522,PRJNA1148680,SAMN43228327,35,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738440,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-73-22_Lib6_2022,FC12-73-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-74-22,74,22,SRR30277521,PRJNA1148680,SAMN43228328,42,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738441,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-74-22_Lib6_2022,FC12-74-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-75-22,75,22,SRR30277520,PRJNA1148680,SAMN43228329,33,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738442,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-75-22_Lib6_2022,FC12-75-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-76-22,76,22,SRR30277519,PRJNA1148680,SAMN43228330,31,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738443,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-76-22_Lib6_2022,FC12-76-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-77-22,77,22,SRR30277518,PRJNA1148680,SAMN43228331,39,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738444,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-77-22_Lib6_2022,FC12-77-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-78-22,78,22,SRR30277517,PRJNA1148680,SAMN43228332,28,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738445,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-78-22_Lib6_2022,FC12-78-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-79-22,79,22,SRR30277516,PRJNA1148680,SAMN43228333,36,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25738446,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-79-22_Lib6_2022,FC12-79-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-80-22,80,22,SRR30277099,PRJNA1148680,SAMN43228334,34,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737831,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-80-22_Lib6_2022,FC12-80-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-81-22,81,22,SRR30277097,PRJNA1148680,SAMN43228335,39,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737833,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-81-22_Lib6_2022,FC12-81-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC1-28-212,28,212,SRR30277250,PRJNA1148680,SAMN43228298,35,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25738024,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC1-28-212_Lib7_2022,FC1-28-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC11,SRP526750,95% ethanol,gill,2022,yes
FC12-82-22,82,22,SRR30277096,PRJNA1148680,SAMN43228336,36,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737834,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-82-22_Lib6_2022,FC12-82-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC1-28-22,28,22,SRR30277239,PRJNA1148680,SAMN43228299,40,MICHIGAN STATE UNIVERSITY,2021-06,adult,Group 3,SRX25738035,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC1-28-22_Lib1_2022,FC1-28-22_Lib1_2022,Lib1,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC11,SRP526750,95% ethanol,gill,2022,no
FC12-83-22,83,22,SRR30277095,PRJNA1148680,SAMN43228337,27,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737835,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-83-22_Lib6_2022,FC12-83-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-84-22,84,22,SRR30277094,PRJNA1148680,SAMN43228338,44,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737836,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-84-22_Lib6_2022,FC12-84-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-85-22,85,22,SRR30277093,PRJNA1148680,SAMN43228339,43,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737837,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-85-22_Lib6_2022,FC12-85-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-86-22,86,22,SRR30277092,PRJNA1148680,SAMN43228340,31,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737838,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-86-22_Lib6_2022,FC12-86-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-87-22,87,22,SRR30277091,PRJNA1148680,SAMN43228341,30,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737839,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-87-22_Lib6_2022,FC12-87-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-88-22,88,22,SRR30277090,PRJNA1148680,SAMN43228342,46,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737840,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-88-22_Lib6_2022,FC12-88-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-89-22,89,22,SRR30277089,PRJNA1148680,SAMN43228343,31,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737841,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-89-22_Lib6_2022,FC12-89-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-90-22,90,22,SRR30277088,PRJNA1148680,SAMN43228344,40,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737842,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-90-22_Lib6_2022,FC12-90-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-91-22,91,22,SRR30277086,PRJNA1148680,SAMN43228345,32,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737844,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-91-22_Lib6_2022,FC12-91-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC1-29-212,29,212,SRR30277228,PRJNA1148680,SAMN43228300,36,MICHIGAN STATE UNIVERSITY,2019-08,adult,Group 3,SRX25738046,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC1-29-212_Lib7_2022,FC1-29-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC11,SRP526750,95% ethanol,gill,2022,yes
FC12-92-22,92,22,SRR30277085,PRJNA1148680,SAMN43228346,40,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737845,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-92-22_Lib6_2022,FC12-92-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-93-22,93,22,SRR30277084,PRJNA1148680,SAMN43228347,38,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737846,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-93-22_Lib6_2022,FC12-93-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-94-22,94,22,SRR30277083,PRJNA1148680,SAMN43228348,41,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737847,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-94-22_Lib6_2022,FC12-94-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-95-22,95,22,SRR30277082,PRJNA1148680,SAMN43228349,31,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737848,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-95-22_Lib6_2022,FC12-95-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-96-22,96,22,SRR30277081,PRJNA1148680,SAMN43228350,32,MICHIGAN STATE UNIVERSITY,2021-08,adult,Group 3,SRX25737849,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-96-22_Lib6_2022,FC12-96-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-97-22,97,22,SRR30277080,PRJNA1148680,SAMN43228351,50,MICHIGAN STATE UNIVERSITY,2021-09,adult,Group 3,SRX25737850,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-97-22_Lib6_2022,FC12-97-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-98-22,98,22,SRR30277079,PRJNA1148680,SAMN43228352,42,MICHIGAN STATE UNIVERSITY,2021-09,adult,Group 3,SRX25737851,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-98-22_Lib6_2022,FC12-98-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-99-22,99,22,SRR30277078,PRJNA1148680,SAMN43228353,45,MICHIGAN STATE UNIVERSITY,2021-09,adult,Group 3,SRX25737852,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-99-22_Lib6_2022,FC12-99-22_Lib6_2022,Lib6,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC12-M4-20,M4,20,SRR30277040,PRJNA1148680,SAMN43228415,51.5,MICHIGAN STATE UNIVERSITY,9/22/20,berriedFemale,Group 3,SRX25737890,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC12-M4-20_Lib24_2022,FC12-M4-20_Lib24_2022,Lib24,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC2,SRP526750,95% ethanol,gill,2022,no
FC16-10-212,10,212,SRR30277465,PRJNA1148680,SAMN43228451,36.6,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738497,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-10-212_Lib7_2022,FC16-10-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-11-212,11,212,SRR30277464,PRJNA1148680,SAMN43228452,36.7,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738498,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-11-212_Lib7_2022,FC16-11-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-1-212,1,212,SRR30277466,PRJNA1148680,SAMN43228450,42.9,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738496,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-1-212_Lib7_2022,FC16-1-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-12-212,12,212,SRR30277463,PRJNA1148680,SAMN43228453,38.8,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738499,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-12-212_Lib7_2022,FC16-12-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-13-212,13,212,SRR30277462,PRJNA1148680,SAMN43228454,36.8,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738500,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-13-212_Lib7_2022,FC16-13-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-14-212,14,212,SRR30277460,PRJNA1148680,SAMN43228455,45.1,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738158,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-14-212_Lib7_2022,FC16-14-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-15-212,15,212,SRR30277459,PRJNA1148680,SAMN43228456,38.4,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738159,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-15-212_Lib7_2022,FC16-15-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-18-212,18,212,SRR30277458,PRJNA1148680,SAMN43228457,36.4,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738160,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-18-212_Lib7_2022,FC16-18-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-19-212,19,212,SRR30277457,PRJNA1148680,SAMN43228458,32.6,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738161,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-19-212_Lib7_2022,FC16-19-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-20-212,20,212,SRR30277456,PRJNA1148680,SAMN43228459,41.9,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738162,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-20-212_Lib7_2022,FC16-20-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-21-212,21,212,SRR30277455,PRJNA1148680,SAMN43228460,38.6,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738163,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-21-212_Lib7_2022,FC16-21-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-23-212,23,212,SRR30277454,PRJNA1148680,SAMN43228461,33.6,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738164,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-23-212_Lib7_2022,FC16-23-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-24-212,24,212,SRR30277453,PRJNA1148680,SAMN43228462,39.6,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738165,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-24-212_Lib7_2022,FC16-24-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-26-212,26,212,SRR30277452,PRJNA1148680,SAMN43228463,36.9,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738166,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-26-212_Lib7_2022,FC16-26-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-27-212,27,212,SRR30277211,PRJNA1148680,SAMN43228464,33.8,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738063,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-27-212_Lib7_2022,FC16-27-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-28-212,28,212,SRR30277209,PRJNA1148680,SAMN43228465,40,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738065,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-28-212_Lib7_2022,FC16-28-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-29-212,29,212,SRR30277208,PRJNA1148680,SAMN43228466,38.8,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738066,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-29-212_Lib7_2022,FC16-29-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-30-212,30,212,SRR30277207,PRJNA1148680,SAMN43228467,34.4,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738067,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-30-212_Lib7_2022,FC16-30-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-4-212,4,212,SRR30277206,PRJNA1148680,SAMN43228468,36.6,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738068,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-4-212_Lib7_2022,FC16-4-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-6-212,6,212,SRR30277205,PRJNA1148680,SAMN43228469,47.2,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738069,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-6-212_Lib7_2022,FC16-6-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-8-212,8,212,SRR30277204,PRJNA1148680,SAMN43228470,41.1,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738070,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-8-212_Lib7_2022,FC16-8-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,male,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-9-212,9,212,SRR30277203,PRJNA1148680,SAMN43228471,41.3,MICHIGAN STATE UNIVERSITY,2020-08,adult,Group 3,SRX25738071,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-9-212_Lib7_2022,FC16-9-212_Lib7_2022,Lib7,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,yes
FC16-M1-22,M1,22,SRR30277202,PRJNA1148680,SAMN43228472,48,MICHIGAN STATE UNIVERSITY,9/28/21,berriedFemale,Group 3,SRX25738072,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-M1-22_Lib15_2022,FC16-M1-22_Lib15_2022,Lib15,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,no
FC16-M4-22,M4,22,SRR30277440,PRJNA1148680,SAMN43228503,46,MICHIGAN STATE UNIVERSITY,11/1/21,berriedFemale,Group 3,SRX25738178,USA,North America,USA: southeastern Michigan,Illumina NovaSeq 6000,FC16-M4-22_Lib16_2022,FC16-M4-22_Lib16_2022,Lib16,PAIRED,Hybrid Selection,GENOMIC,Procambarus clarkii,ILLUMINA,female,EastGC1,SRP526750,95% ethanol,gill,2022,no
